trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
552,False,"{'a': 0.5, 'e': 0.19099949972407898}",25,7,-8.75709741200557,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
553,False,"{'a': 0.5, 'e': 0.19042650122490673}",20,2,26.829871977354745,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.5, 'e': 0.18985522172123204}",20,15,3.086784608262426,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.5, 'e': 0.1892856560560683}",20,4,-36.20791338863064,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
556,False,"{'a': 0.5, 'e': 0.18871779908790012}",20,15,8.723987694608555,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.5, 'e': 0.18815164569063642}",20,7,-12.638834448771238,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
558,False,"{'a': 0.5, 'e': 0.1875871907535645}",25,16,10.875956926316103,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.5, 'e': 0.18702442918130383}",25,14,17.39634659045599,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.5, 'e': 0.1864633558937599}",20,0,24.238068599955138,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
561,False,"{'a': 0.5, 'e': 0.18590396582607863}",20,11,15.006179662342458,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.5, 'e': 0.18534625392860038}",30,22,2.9012053218227627,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
563,False,"{'a': 0.5, 'e': 0.1847902151668146}",20,15,7.217378983070513,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.5, 'e': 0.18423584452131414}",20,9,22.986165579761924,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.5, 'e': 0.1836831369877502}",20,5,-14.9219160125951,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
566,False,"{'a': 0.5, 'e': 0.18313208757678695}",25,0,-22.335828166831057,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
567,False,"{'a': 0.5, 'e': 0.18258269131405658}",20,0,15.26462325242019,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
568,False,"{'a': 0.5, 'e': 0.1820349432401144}",25,8,29.857909819179696,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.5, 'e': 0.18148883841039407}",20,6,-0.2631039305306788,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
570,False,"{'a': 0.5, 'e': 0.18094437189516288}",20,13,-27.861713869011048,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
571,False,"{'a': 0.5, 'e': 0.1804015387794774}",30,9,26.257208953602106,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.5, 'e': 0.17986033416313896}",20,6,23.400004342299447,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.5, 'e': 0.17932075316064955}",20,10,17.99728192774431,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.5, 'e': 0.1787827909011676}",25,15,7.1788532806293475,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
575,False,"{'a': 0.5, 'e': 0.17824644252846408}",20,6,25.22677999371956,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.5, 'e': 0.1777117032008787}",20,11,16.98966304115214,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.5, 'e': 0.17717856809127608}",25,18,7.25362395419844,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.5, 'e': 0.17664703238700225}",30,15,-1.001246201161282,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.17611709128984124}",20,7,22.317217201735758,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.5, 'e': 0.17558874001597172}",35,13,26.097281837330904,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.5, 'e': 0.1750619737959238}",30,7,6.488638716415119,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 0}",1
582,False,"{'a': 0.5, 'e': 0.17453678787453603}",20,13,8.847740913982937,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.5, 'e': 0.17401317751091241}",25,18,13.001939943789214,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.5, 'e': 0.17349113797837967}",25,18,9.924804170686569,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.5, 'e': 0.17297066456444454}",25,15,5.414821521047585,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
586,False,"{'a': 0.5, 'e': 0.1724517525707512}",25,7,-13.814629903819547,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
587,False,"{'a': 0.5, 'e': 0.17193439731303894}",30,14,28.795992130451744,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.5, 'e': 0.17141859412109983}",20,12,14.548910044326506,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.5, 'e': 0.17090433833873653}",20,12,1.0081867188654625,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
590,False,"{'a': 0.5, 'e': 0.17039162532372032}",25,8,-22.96108953097558,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
591,False,"{'a': 0.5, 'e': 0.16988045044774916}",20,9,8.89864389892451,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
592,False,"{'a': 0.5, 'e': 0.16937080909640592}",25,3,-38.25675345452564,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 1}",1
593,False,"{'a': 0.5, 'e': 0.16886269666911669}",20,12,19.340772097701745,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.5, 'e': 0.16835610857910935}",20,7,19.903251841238745,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.5, 'e': 0.16785104025337202}",20,12,14.324598170436271,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.5, 'e': 0.1673474871326119}",30,12,-13.61639336330662,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
597,False,"{'a': 0.5, 'e': 0.16684544467121407}",20,10,12.765116610661199,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.5, 'e': 0.16634490833720042}",20,1,22.54458354682851,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.5, 'e': 0.1658458736121888}",20,13,11.082064862187433,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.5, 'e': 0.16534833599135226}",20,9,24.656680840962654,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.5, 'e': 0.1648522909833782}",20,6,-21.413407809675654,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 0}",1
602,False,"{'a': 0.5, 'e': 0.16435773411042806}",25,6,-8.492901046907669,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
603,False,"{'a': 0.5, 'e': 0.1638646609080968}",20,13,1.7436984451405468,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
604,False,"{'a': 0.5, 'e': 0.16337306692537248}",20,10,6.361747872817684,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.5, 'e': 0.16288294772459636}",25,5,4.298276076575029,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
606,False,"{'a': 0.5, 'e': 0.16239429888142257}",25,8,16.691820142597926,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
607,False,"{'a': 0.5, 'e': 0.1619071159847783}",20,2,7.38819037756579,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
608,False,"{'a': 0.5, 'e': 0.16142139463682398}",20,12,16.45234725767717,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.5, 'e': 0.1609371304529135}",25,7,-23.70938584166559,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
610,False,"{'a': 0.5, 'e': 0.16045431906155477}",20,15,10.381466787478033,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.5, 'e': 0.1599729561043701}",20,0,7.7129281853580425,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
612,False,"{'a': 0.5, 'e': 0.15949303723605698}",30,22,13.824279549464652,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.5, 'e': 0.1590145581243488}",30,11,0.6044588046809478,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
614,False,"{'a': 0.5, 'e': 0.15853751444997577}",20,0,-27.02160061016453,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
615,False,"{'a': 0.5, 'e': 0.15806190190662583}",20,15,-31.14513806665759,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
616,False,"{'a': 0.5, 'e': 0.15758771620090595}",25,9,6.179051768329805,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
617,False,"{'a': 0.5, 'e': 0.15711495305230325}",25,0,-3.954898432756159,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
618,False,"{'a': 0.5, 'e': 0.15664360819314632}",30,4,40.194689447983805,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
619,False,"{'a': 0.5, 'e': 0.15617367736856688}",25,8,-2.833775648671568,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
620,False,"{'a': 0.5, 'e': 0.1557051563364612}",20,2,-32.27202118177467,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
621,False,"{'a': 0.5, 'e': 0.1552380408674518}",20,0,25.30069763126581,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
622,False,"{'a': 0.5, 'e': 0.15477232674484945}",30,0,42.017892554399104,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.5, 'e': 0.1543080097646149}",25,17,14.112151246540462,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.5, 'e': 0.15384508573532105}",20,9,16.98496665719688,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.5, 'e': 0.15338355047811508}",20,8,16.039706024772833,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.5, 'e': 0.15292339982668074}",30,22,15.734775823971098,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.5, 'e': 0.1524646296272007}",20,14,4.9778105345043535,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.5, 'e': 0.1520072357383191}",20,11,7.659801744604147,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.5, 'e': 0.15155121403110414}",25,10,19.5201131513514,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.5, 'e': 0.15109656038901084}",25,12,-20.030987156341027,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
631,False,"{'a': 0.5, 'e': 0.1506432707078438}",20,0,27.7373222974767,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
632,False,"{'a': 0.5, 'e': 0.15019134089572028}",20,15,8.909197633498028,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.5, 'e': 0.14974076687303312}",20,7,13.121089807312323,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.5, 'e': 0.149291544572414}",25,11,-4.830669244699367,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
635,False,"{'a': 0.5, 'e': 0.14884366993869677}",20,2,-31.430734099065756,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
636,False,"{'a': 0.5, 'e': 0.14839713892888068}",25,12,24.95689080760443,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.5, 'e': 0.14795194751209403}",30,24,13.810159768711756,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.5, 'e': 0.14750809166955775}",20,2,26.150611004763064,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.5, 'e': 0.14706556739454907}",25,16,18.47094386444289,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.5, 'e': 0.14662437069236542}",20,8,-23.128612962245896,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
641,False,"{'a': 0.5, 'e': 0.14618449758028834}",30,12,-6.246986847020209,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
642,False,"{'a': 0.5, 'e': 0.14574594408754746}",25,15,14.702819760428671,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.5, 'e': 0.14530870625528483}",25,2,-0.6997354205232329,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 0}",1
644,False,"{'a': 0.5, 'e': 0.14487278013651897}",25,11,19.00783414067493,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.5, 'e': 0.1444381617961094}",25,8,30.34645924725121,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.5, 'e': 0.14400484731072108}",20,7,21.93695780789077,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.5, 'e': 0.1435728327687889}",35,22,25.491862554822244,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.5, 'e': 0.14314211427048254}",20,16,8.928405348547383,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.5, 'e': 0.1427126879276711}",25,13,18.364641235952828,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.5, 'e': 0.14228454986388808}",25,14,-5.322604695198171,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
651,False,"{'a': 0.5, 'e': 0.14185769621429642}",30,20,3.5991873821158036,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
652,False,"{'a': 0.5, 'e': 0.14143212312565354}",30,12,-5.918400054136148,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
653,False,"{'a': 0.5, 'e': 0.14100782675627657}",25,12,16.671615664650428,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.5, 'e': 0.14058480327600775}",20,9,20.75592880207874,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.5, 'e': 0.14016304886617972}",20,3,-37.9415184580785,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
656,False,"{'a': 0.5, 'e': 0.1397425597195812}",20,9,10.101519429273377,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
657,False,"{'a': 0.5, 'e': 0.13932333204042244}",25,16,17.999991259438755,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.5, 'e': 0.13890536204430118}",20,3,27.20926123972798,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.5, 'e': 0.13848864595816826}",30,11,23.558842773298547,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
660,False,"{'a': 0.5, 'e': 0.13807318002029376}",25,17,10.982782682942505,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.5, 'e': 0.13765896048023288}",25,13,21.657811360641855,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.5, 'e': 0.13724598359879217}",30,20,3.9079118157554014,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
663,False,"{'a': 0.5, 'e': 0.1368342456479958}",25,15,21.2749484185626,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.5, 'e': 0.1364237429110518}",25,10,16.669784755082645,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
665,False,"{'a': 0.5, 'e': 0.13601447168231867}",20,11,2.0050412197793515,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.5, 'e': 0.1356064282672717}",25,7,29.957375797055896,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.5, 'e': 0.13519960898246988}",20,12,12.515028488290772,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.5, 'e': 0.13479401015552248}",25,7,9.254285848389996,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
669,False,"{'a': 0.5, 'e': 0.13438962812505592}",20,8,20.274982175988097,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.5, 'e': 0.13398645924068073}",20,2,30.64780659341194,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.5, 'e': 0.1335844998629587}",25,18,12.812077142295388,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.5, 'e': 0.13318374636336983}",20,11,3.9517555727779876,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
673,False,"{'a': 0.5, 'e': 0.13278419512427972}",20,16,8.167354188464314,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.5, 'e': 0.13238584253890687}",30,15,14.943618260008126,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
675,False,"{'a': 0.5, 'e': 0.13198868501129016}",30,13,28.152466261716647,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.5, 'e': 0.1315927189562563}",25,12,26.810976195257908,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.5, 'e': 0.1311979407993875}",25,18,13.740755803246934,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.5, 'e': 0.13080434697698934}",20,0,-8.715337824064727,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
679,False,"{'a': 0.5, 'e': 0.13041193393605838}",20,5,22.940126342440312,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.5, 'e': 0.1300206981342502}",20,11,-35.49079910610424,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
681,False,"{'a': 0.5, 'e': 0.12963063603984745}",20,10,-22.270386206212216,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
682,False,"{'a': 0.5, 'e': 0.1292417441317279}",25,17,15.864392747735167,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.5, 'e': 0.12885401889933273}",30,24,12.212114347105015,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.5, 'e': 0.12846745684263472}",30,16,16.765048635119484,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
685,False,"{'a': 0.5, 'e': 0.12808205447210683}",25,15,20.492358079554364,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.5, 'e': 0.1276978083086905}",25,3,41.49694820483149,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.5, 'e': 0.12731471488376442}",20,0,-13.791323791425718,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
688,False,"{'a': 0.5, 'e': 0.12693277073911313}",25,10,26.23431896236684,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.5, 'e': 0.1265519724268958}",25,13,21.22339019670742,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.5, 'e': 0.1261723165096151}",25,7,31.518577667831625,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.5, 'e': 0.12579379956008627}",25,1,35.96555155040625,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.5, 'e': 0.125416418161406}",25,19,10.039258607608936,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.5, 'e': 0.1250401689069218}",35,27,14.51882428063288,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.5, 'e': 0.12466504840020103}",25,18,-0.4420735442767738,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
695,False,"{'a': 0.5, 'e': 0.12429105325500042}",25,14,11.347680576352282,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.5, 'e': 0.12391818009523542}",20,0,30.280891842355132,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
697,False,"{'a': 0.5, 'e': 0.12354642555494971}",20,16,7.659730210405892,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.5, 'e': 0.12317578627828486}",25,9,13.23861958881827,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
699,False,"{'a': 0.5, 'e': 0.12280625891945}",20,8,15.925294033660094,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.5, 'e': 0.12243784014269166}",25,7,-10.707564933972487,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
701,False,"{'a': 0.5, 'e': 0.12207052662226357}",25,16,2.721084668889765,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
702,False,"{'a': 0.5, 'e': 0.12170431504239679}",30,8,34.3801067978657,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.5, 'e': 0.1213392020972696}",20,16,7.054496667309173,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.5, 'e': 0.12097518449097779}",20,9,8.108552649596657,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
705,False,"{'a': 0.5, 'e': 0.12061225893750485}",25,8,27.821916095423852,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.5, 'e': 0.12025042216069234}",20,6,19.17781065275414,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.5, 'e': 0.11988967089421027}",20,5,18.12769407833304,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
708,False,"{'a': 0.5, 'e': 0.11953000188152763}",20,10,19.15860017575556,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.5, 'e': 0.11917141187588305}",25,4,26.75880620545001,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.5, 'e': 0.1188138976402554}",20,3,-8.57202440459412,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
711,False,"{'a': 0.5, 'e': 0.11845745594733463}",20,12,12.76559329344833,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.5, 'e': 0.11810208357949263}",25,15,10.4095803130445,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
713,False,"{'a': 0.5, 'e': 0.11774777732875415}",25,15,17.93915609223275,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.5, 'e': 0.11739453399676789}",20,10,20.696789041782807,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.5, 'e': 0.11704235039477759}",25,13,18.353543617562092,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.5, 'e': 0.11669122334359325}",20,10,20.808891889223773,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.5, 'e': 0.11634114967356247}",20,13,11.89980304093852,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.5, 'e': 0.11599212622454179}",20,0,22.054576559189893,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
719,False,"{'a': 0.5, 'e': 0.11564414984586815}",20,12,-18.253326805889717,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
720,False,"{'a': 0.5, 'e': 0.11529721739633056}",20,16,7.046644987177975,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.5, 'e': 0.11495132574414156}",20,0,26.665416861820432,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.5, 'e': 0.11460647176690913}",20,0,-10.71941691815419,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
723,False,"{'a': 0.5, 'e': 0.1142626523516084}",30,9,31.576068960049813,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.5, 'e': 0.11391986439455358}",30,16,24.64220817079074,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.5, 'e': 0.11357810480136991}",20,12,15.761239696388415,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.5, 'e': 0.1132373704869658}",30,18,14.458822575717441,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
727,False,"{'a': 0.5, 'e': 0.11289765837550492}",20,13,12.710726214098317,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.5, 'e': 0.1125589654003784}",20,5,10.834169223164242,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
729,False,"{'a': 0.5, 'e': 0.11222128850417726}",25,8,12.561602274892978,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
730,False,"{'a': 0.5, 'e': 0.11188462463866473}",25,1,-7.732407114179419,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
731,False,"{'a': 0.5, 'e': 0.11154897076474873}",20,10,16.131998575498727,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.5, 'e': 0.11121432385245449}",25,9,12.433859565238777,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
733,False,"{'a': 0.5, 'e': 0.11088068088089713}",25,17,16.22877575495855,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.5, 'e': 0.11054803883825444}",20,6,0.36209128565348303,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
735,False,"{'a': 0.5, 'e': 0.11021639472173966}",20,10,12.545182900754487,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.5, 'e': 0.10988574553757445}",20,14,11.552394968808214,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
