trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.5787870596412763}",20,0,-68.10435941254516,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
184,False,"{'a': 0.5, 'e': 0.5770506984623525}",20,0,-80.28586982040196,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
185,False,"{'a': 0.5, 'e': 0.5753195463669654}",25,9,-56.921384645148315,"{0: 10, 1: 0, 2: 5, 3: 1, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.5735935877278645}",30,8,-74.31736298570932,"{0: 14, 1: 3, 2: 4, 3: 0, 4: 1}",1
187,False,"{'a': 0.5, 'e': 0.5718728069646809}",20,0,-59.772559597108604,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
188,False,"{'a': 0.5, 'e': 0.5701571885437868}",25,6,-104.08377294429283,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 2}",1
189,False,"{'a': 0.5, 'e': 0.5684467169781555}",30,6,-104.29344955322205,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 1}",1
190,False,"{'a': 0.5, 'e': 0.566741376827221}",25,16,2.332367625649135,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.5650411526967394}",20,0,-14.376029991700308,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
192,False,"{'a': 0.5, 'e': 0.5633460292386492}",25,11,3.121691370903212,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.5616559911509332}",20,0,-44.259064287993745,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
194,False,"{'a': 0.5, 'e': 0.5599710231774804}",20,0,-31.027450303384654,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
195,False,"{'a': 0.5, 'e': 0.558291110107948}",25,4,-40.27855672221674,"{0: 16, 1: 1, 2: 2, 3: 2, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.5566162367776241}",20,14,0.18118637691211248,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.5549463880672912}",20,0,-28.081059917357535,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
198,False,"{'a': 0.5, 'e': 0.5532815489030893}",30,0,-90.63351687804163,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
199,False,"{'a': 0.5, 'e': 0.5516217042563801}",20,0,-101.88082101360791,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
200,False,"{'a': 0.5, 'e': 0.549966839143611}",25,19,0.26105613999810706,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.5483169386261801}",20,16,5.993179071863912,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.5466719878103016}",20,0,-24.121595725491673,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
203,False,"{'a': 0.5, 'e': 0.5450319718468707}",20,0,-22.219707349770026,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
204,False,"{'a': 0.5, 'e': 0.54339687593133}",20,0,-82.29597156483831,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
205,False,"{'a': 0.5, 'e': 0.541766685303536}",25,0,-33.848925472497754,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
206,False,"{'a': 0.5, 'e': 0.5401413852476254}",35,11,-57.35006905711746,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 2}",1
207,False,"{'a': 0.5, 'e': 0.5385209610918825}",30,18,-37.86725481911092,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 1}",1
208,False,"{'a': 0.5, 'e': 0.5369053982086069}",25,5,-84.1436280012719,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",1
209,False,"{'a': 0.5, 'e': 0.5352946820139811}",30,6,5.766520264185668,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.5336887979679391}",20,0,-111.9456159727079,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 3}",0
211,False,"{'a': 0.5, 'e': 0.5320877315740353}",35,13,-18.31338355786965,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.5304914683793133}",25,0,-67.15321185913217,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
213,False,"{'a': 0.5, 'e': 0.5288999939741753}",25,0,-87.49299343884873,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",1
214,False,"{'a': 0.5, 'e': 0.5273132939922528}",30,0,-113.22339366923842,"{0: 20, 1: 4, 2: 2, 3: 3, 4: 1}",0
215,False,"{'a': 0.5, 'e': 0.525731354110276}",25,13,-66.07735928396217,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 1}",1
216,False,"{'a': 0.5, 'e': 0.5241541600479451}",20,0,-75.63018777861821,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
217,False,"{'a': 0.5, 'e': 0.5225816975678014}",30,19,-0.7780862172958463,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.521013952475098}",25,12,-43.04375039642177,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
219,False,"{'a': 0.5, 'e': 0.5194509106176727}",25,15,-56.676669752046976,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 1}",1
220,False,"{'a': 0.5, 'e': 0.5178925578858196}",20,0,-77.83427259814013,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
221,False,"{'a': 0.5, 'e': 0.5163388802121621}",20,15,-11.28385955553539,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.5147898635715257}",30,20,-2.0154581371235536,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.5132454939808111}",25,0,-45.600382827665044,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
224,False,"{'a': 0.5, 'e': 0.5117057574988686}",20,2,-76.29762041694183,"{0: 13, 1: 1, 2: 1, 3: 2, 4: 1}",1
225,False,"{'a': 0.5, 'e': 0.510170640226372}",25,0,-110.17495646043449,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
226,False,"{'a': 0.5, 'e': 0.5086401283056929}",20,0,-130.9803298116381,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
227,False,"{'a': 0.5, 'e': 0.5071142079207759}",25,1,-67.6375027910043,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 1}",1
228,False,"{'a': 0.5, 'e': 0.5055928652970135}",25,13,-82.75291626994164,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 2}",1
229,False,"{'a': 0.5, 'e': 0.5040760867011225}",20,0,-19.486428032035057,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
230,False,"{'a': 0.5, 'e': 0.5025638584410191}",20,0,-37.19695636984595,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
231,False,"{'a': 0.5, 'e': 0.5010561668656961}",30,9,-45.70665712125246,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 1}",1
232,False,"{'a': 0.5, 'e': 0.499552998365099}",20,0,-41.81220112844882,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
233,False,"{'a': 0.5, 'e': 0.49805433937000365}",25,2,-29.756423674872487,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 1}",1
234,False,"{'a': 0.5, 'e': 0.49656017635189365}",25,15,9.64297752135581,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.49507049582283796}",25,16,-66.07050855916623,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 1}",1
236,False,"{'a': 0.5, 'e': 0.49358528433536947}",20,16,8.050555054128427,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.49210452848236336}",25,0,-75.68146197772654,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 1}",0
238,False,"{'a': 0.5, 'e': 0.49062821489691627}",20,0,-69.10008370687817,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
239,False,"{'a': 0.5, 'e': 0.4891563302522255}",20,0,-69.50753725304435,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
240,False,"{'a': 0.5, 'e': 0.4876888612614688}",25,19,11.071349683435153,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.4862257946776844}",25,0,-117.06098006808942,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
242,False,"{'a': 0.5, 'e': 0.48476711729365135}",25,0,-65.13878532641874,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
243,False,"{'a': 0.5, 'e': 0.4833128159417704}",20,8,6.592580740335625,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.4818628774939451}",20,0,-55.771921898243214,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
245,False,"{'a': 0.5, 'e': 0.48041728886146323}",25,12,-69.20676263683305,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 1}",1
246,False,"{'a': 0.5, 'e': 0.47897603699487884}",20,15,0.5812932458071571,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.4775391088838942}",20,6,-114.36152678129531,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 3}",1
248,False,"{'a': 0.5, 'e': 0.47610649155724255}",20,0,-7.31902243543434,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
249,False,"{'a': 0.5, 'e': 0.4746781720825708}",30,3,-135.95303270775204,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 3}",1
250,False,"{'a': 0.5, 'e': 0.4732541375663231}",25,0,-16.52054127799822,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
251,False,"{'a': 0.5, 'e': 0.47183437515362414}",20,0,-32.029563420577986,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",1
252,False,"{'a': 0.5, 'e': 0.47041887202816324}",20,5,-23.195215890868468,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
253,False,"{'a': 0.5, 'e': 0.46900761541207875}",20,0,-33.59316476819177,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
254,False,"{'a': 0.5, 'e': 0.4676005925658425}",25,0,-15.94121647039944,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
255,False,"{'a': 0.5, 'e': 0.466197790788145}",25,0,-10.549651924565712,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
256,False,"{'a': 0.5, 'e': 0.4647991974157806}",30,20,17.759212562991337,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.4634047998235332}",30,14,-29.26751192261431,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.4620145854240626}",30,19,-52.055210955158394,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 1}",1
259,False,"{'a': 0.5, 'e': 0.46062854166779044}",20,2,-86.16183261994067,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 2}",1
260,False,"{'a': 0.5, 'e': 0.459246656042787}",20,4,-92.9248030642964,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 2}",1
261,False,"{'a': 0.5, 'e': 0.4578689160746587}",25,2,0.6983282630300751,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.45649530932643473}",30,6,-39.34663778187375,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.4551258233984554}",25,13,-28.3468885347333,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.45376044592826004}",20,8,-72.91342111126389,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
265,False,"{'a': 0.5, 'e': 0.45239916459047524}",20,12,12.987103884518412,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.45104196709670386}",20,0,-67.99619555142021,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
267,False,"{'a': 0.5, 'e': 0.44968884119541375}",25,8,8.85889694191977,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.44833977467182745}",30,4,-88.9167574238906,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 3}",1
269,False,"{'a': 0.5, 'e': 0.44699475534781197}",25,12,-32.54283817938426,"{0: 8, 1: 0, 2: 5, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.44565377108176857}",25,11,-10.64566509984875,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.4443168097685233}",20,11,-3.640562797142072,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.4429838593392177}",30,0,-119.49774138229292,"{0: 20, 1: 5, 2: 2, 3: 1, 4: 2}",0
273,False,"{'a': 0.5, 'e': 0.44165490776120003}",25,11,-31.27887707271027,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.44032994303791645}",20,0,-24.063669718976993,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
275,False,"{'a': 0.5, 'e': 0.4390089532088027}",20,0,-63.15087955584395,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
276,False,"{'a': 0.5, 'e': 0.43769192634917625}",20,1,-21.56864041368441,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
277,False,"{'a': 0.5, 'e': 0.4363788505701287}",30,15,-29.534525996117612,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.4350697140184183}",20,0,-42.47377255127923,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
279,False,"{'a': 0.5, 'e': 0.4337645048763631}",35,15,-16.819488467474294,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
280,False,"{'a': 0.5, 'e': 0.432463211361734}",20,8,19.98775232671782,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.4311658217276488}",25,0,-37.66510127632392,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
282,False,"{'a': 0.5, 'e': 0.42987232426246585}",25,9,13.15048243875664,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.42858270728967846}",25,3,-119.79482401020435,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 2}",1
284,False,"{'a': 0.5, 'e': 0.4272969591678094}",20,0,-89.25970981940489,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
285,False,"{'a': 0.5, 'e': 0.426015068290306}",25,7,-10.123851673676384,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
286,False,"{'a': 0.5, 'e': 0.42473702308543504}",20,14,11.47722628279998,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.42346281201617875}",30,12,-4.726154844942941,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.4221924235801302}",20,6,-18.216292113504096,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
289,False,"{'a': 0.5, 'e': 0.42092584630938984}",20,11,10.419478705590612,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.41966306877046167}",25,16,8.456610223125029,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.41840407956415027}",20,7,-40.08977603766371,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
292,False,"{'a': 0.5, 'e': 0.4171488673254578}",25,9,-24.23260001036058,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
293,False,"{'a': 0.5, 'e': 0.41589742072348146}",25,20,9.973508764330024,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.414649728461311}",30,0,-43.51718245063334,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 0}",0
295,False,"{'a': 0.5, 'e': 0.4134057792759271}",20,10,-16.8076513149722,"{0: 6, 1: 3, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.4121655619380993}",35,0,-57.86185065294836,"{0: 27, 1: 3, 2: 2, 3: 3, 4: 0}",0
297,False,"{'a': 0.5, 'e': 0.410929065252285}",20,0,-9.619898855342871,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
298,False,"{'a': 0.5, 'e': 0.40969627805652814}",20,0,-39.53343306398494,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
299,False,"{'a': 0.5, 'e': 0.40846718922235853}",20,0,-116.35393052980079,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 3}",0
300,False,"{'a': 0.5, 'e': 0.4072417876546915}",25,12,-16.607727662389003,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.4060200622917274}",20,16,9.699743247837278,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.40480200210485223}",20,4,6.512555530711309,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.40358759609853767}",30,15,-52.22109424553033,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 1}",1
304,False,"{'a': 0.5, 'e': 0.40237683331024204}",30,13,26.190117651123337,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.40116970281031133}",30,12,-51.49974964384569,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
306,False,"{'a': 0.5, 'e': 0.39996619370188036}",20,13,4.163487056730976,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.3987662951207747}",20,5,-28.794386148045987,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
308,False,"{'a': 0.5, 'e': 0.3975699962354124}",20,0,3.2083986917496077,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
309,False,"{'a': 0.5, 'e': 0.39637728624670615}",25,6,-62.39816601109942,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 2}",1
310,False,"{'a': 0.5, 'e': 0.39518815438796606}",20,9,16.36816891047956,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.39400258992480214}",25,9,-42.30562087333663,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.39282058215502774}",25,0,-34.0936040656185,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
313,False,"{'a': 0.5, 'e': 0.39164212040856267}",20,9,-5.35372072498087,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.390467194047337}",25,0,-50.27289557885388,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
315,False,"{'a': 0.5, 'e': 0.38929579246519497}",20,14,2.881211336116279,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.3881279050877994}",25,12,-46.47990930668869,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 1}",1
317,False,"{'a': 0.5, 'e': 0.386963521372536}",20,6,-9.172376397096894,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.38580263080841837}",25,15,1.0936547331446458,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.3846452229159931}",20,0,-8.25731481838457,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
320,False,"{'a': 0.5, 'e': 0.3834912872472451}",30,0,-18.467146463291964,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
321,False,"{'a': 0.5, 'e': 0.3823408133855034}",25,0,-30.23209179687562,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
322,False,"{'a': 0.5, 'e': 0.3811937909453469}",20,0,-47.42694329925305,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
323,False,"{'a': 0.5, 'e': 0.38005020957251084}",20,0,-13.002365398253477,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
324,False,"{'a': 0.5, 'e': 0.3789100589437933}",30,0,-49.065250336959146,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
325,False,"{'a': 0.5, 'e': 0.3777733287669619}",25,0,14.815558776952269,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
326,False,"{'a': 0.5, 'e': 0.37664000878066106}",30,0,-11.842530368546715,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
327,False,"{'a': 0.5, 'e': 0.37551008875431907}",20,0,-15.464440294126788,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
328,False,"{'a': 0.5, 'e': 0.3743835584880561}",25,19,2.178801415368979,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.3732604078125919}",20,0,-36.568376233346626,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
330,False,"{'a': 0.5, 'e': 0.37214062658915414}",20,0,14.854631635655961,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.3710242047093867}",20,15,9.93317092393378,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.36991113209525855}",30,19,7.957076031373116,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.36880139869897277}",20,1,10.394633062851923,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.36769499450287585}",30,11,8.395146934254146,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.3665919095193672}",20,9,5.767308006857337,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.3654921337908091}",20,13,2.914998348363547,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.3643956573894367}",35,0,-73.20097707124224,"{0: 28, 1: 1, 2: 3, 3: 2, 4: 1}",0
338,False,"{'a': 0.5, 'e': 0.3633024704172684}",25,12,-5.015848875137159,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.36221256300601656}",25,0,-81.1988576971422,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
340,False,"{'a': 0.5, 'e': 0.3611259253169985}",20,16,10.23833766355385,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.36004254754104753}",30,22,-6.482836432888964,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.35896241989842437}",25,9,17.23119844178707,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.3578855326387291}",35,21,25.89071947440972,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.3568118760408129}",20,14,-20.000875166209397,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.35574144041269046}",25,7,-15.507374312003519,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.3546742160914524}",20,0,-12.064859955192674,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
347,False,"{'a': 0.5, 'e': 0.353610193443178}",20,12,12.098770216415087,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.3525493628628485}",20,6,-17.350597811736343,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.35149171477425994}",20,0,25.405258950955137,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
350,False,"{'a': 0.5, 'e': 0.35043723962993717}",20,13,13.325178155810852,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.34938592791104733}",30,5,-41.8478696210344,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.3483377701273142}",20,0,-36.477240096462054,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
353,False,"{'a': 0.5, 'e': 0.3472927568169323}",30,16,-20.169491939679133,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.34625087854648146}",20,7,5.317226492585402,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.345212125910842}",20,1,-31.00965192426641,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.3441764895331095}",25,18,14.313336867676755,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.3431439600645102}",20,2,-36.16518718829155,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
358,False,"{'a': 0.5, 'e': 0.34211452818431665}",35,13,3.822003699681043,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.3410881845997637}",25,14,-1.0325257828491423,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.3400649200459644}",20,14,10.673182054266483,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.3390447252858265}",20,16,5.913324904080703,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.338027591109969}",35,0,-76.09661791189397,"{0: 29, 1: 1, 2: 3, 3: 0, 4: 2}",0
363,False,"{'a': 0.5, 'e': 0.3370135083366391}",30,17,-5.470991578214975,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.3360024678116292}",35,3,-89.14861542828788,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 2}",1
365,False,"{'a': 0.5, 'e': 0.3349944604081943}",30,21,5.147184436157384,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.33398947702696974}",25,20,9.967433668115012,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
